"c_name","source","r_id","r_year","r_month","r_swt","r_female","p_ideology","p_interest","p_economy","core_values","d_essential","c_govern","i_trust"
"Algeria","ArabBarometer",109,"2020","08",0.242622199625838,0,NA,1,3,2,NA,NA,3
"Algeria","ArabBarometer",110,"2020","08",0.300639723221461,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",111,"2020","08",1.37015827773083,1,NA,1,3,2,NA,NA,1
"Algeria","ArabBarometer",112,"2020","08",0.291843053397584,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",113,"2020","08",0.969870188788705,1,NA,6,3,3,NA,NA,3
"Algeria","ArabBarometer",114,"2020","08",1.40666633532231,1,NA,1,4,NA,NA,NA,1
"Algeria","ArabBarometer",115,"2020","08",0.291843053397584,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",116,"2020","08",0.674548397179732,1,NA,3,2,2,NA,NA,1
"Algeria","ArabBarometer",117,"2020","08",0.536976931488751,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",118,"2020","08",0.832738193631882,0,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",119,"2020","08",0.821869550713037,0,NA,1,2,3,NA,NA,1
"Algeria","ArabBarometer",120,"2020","08",0.674548397179732,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",121,"2020","08",0.283717637637771,1,NA,2,3,3,NA,NA,4
"Algeria","ArabBarometer",122,"2020","08",0.246222694656918,1,NA,2,3,1,NA,NA,3
"Algeria","ArabBarometer",123,"2020","08",0.249781446889099,1,NA,4,2,3,NA,NA,2
"Algeria","ArabBarometer",124,"2020","08",2.23050538275248,0,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",125,"2020","08",0.202977951248554,1,NA,5,3,1,NA,NA,2
"Algeria","ArabBarometer",126,"2020","08",0.999103805020003,0,NA,2,2,1,NA,NA,1
"Algeria","ArabBarometer",127,"2020","08",0.261188341521296,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",128,"2020","08",0.472957826583942,1,NA,1,3,2,NA,NA,4
"Algeria","ArabBarometer",129,"2020","08",0.0751615844933064,1,NA,1,2,NA,NA,NA,1
"Algeria","ArabBarometer",134,"2020","08",0.0751615844933064,1,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",136,"2020","08",0.0978915188655877,0,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",137,"2020","08",0.251836295992955,1,NA,6,3,NA,NA,NA,3
"Algeria","ArabBarometer",138,"2020","08",0.969870188788705,1,NA,4,2,NA,NA,NA,1
"Algeria","ArabBarometer",140,"2020","08",0.533961642078319,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",141,"2020","08",0.472957826583942,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",142,"2020","08",0.627164199738026,1,NA,6,2,NA,NA,NA,1
"Algeria","ArabBarometer",143,"2020","08",0.818261899917969,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",144,"2020","08",0.382460830257213,0,NA,1,2,1,NA,NA,3
"Algeria","ArabBarometer",145,"2020","08",0.230832642304599,1,NA,3,2,2,NA,NA,1
"Algeria","ArabBarometer",146,"2020","08",4,1,NA,6,2,1,NA,NA,3
"Algeria","ArabBarometer",147,"2020","08",0.600680388375526,0,NA,3,2,3,NA,NA,3
"Algeria","ArabBarometer",148,"2020","08",4,1,NA,6,2,3,NA,NA,1
"Algeria","ArabBarometer",149,"2020","08",4,0,NA,2,3,3,NA,NA,2
"Algeria","ArabBarometer",150,"2020","08",0.767116762808684,1,NA,6,2,3,NA,NA,2
"Algeria","ArabBarometer",151,"2020","08",0.151934018183971,1,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",152,"2020","08",0.619078391797858,1,NA,1,2,3,NA,NA,1
"Algeria","ArabBarometer",154,"2020","08",0.172186667707212,1,NA,6,3,3,NA,NA,4
"Algeria","ArabBarometer",155,"2020","08",2.22066895804259,0,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",156,"2020","08",0.260386741066822,1,NA,1,4,1,NA,NA,4
"Algeria","ArabBarometer",157,"2020","08",4,1,NA,1,3,1,NA,NA,4
"Algeria","ArabBarometer",158,"2020","08",0.969870188788705,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",161,"2020","08",0.382008115733521,1,NA,3,2,3,NA,NA,4
"Algeria","ArabBarometer",162,"2020","08",0.268284479365789,1,NA,2,2,3,NA,NA,2
"Algeria","ArabBarometer",163,"2020","08",0.533961642078319,1,NA,4,3,3,NA,NA,1
"Algeria","ArabBarometer",164,"2020","08",0.0672667359095071,1,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",165,"2020","08",0.369517894873427,0,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",167,"2020","08",0.260386741066822,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",168,"2020","08",0.0296043074627269,1,NA,1,2,2,NA,NA,2
"Algeria","ArabBarometer",170,"2020","08",0.619812056261329,0,NA,1,2,3,NA,NA,4
"Algeria","ArabBarometer",172,"2020","08",0.515335292077159,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",173,"2020","08",0.382008115733521,1,NA,2,2,3,NA,NA,3
"Algeria","ArabBarometer",174,"2020","08",0.0672667359095071,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",181,"2020","08",0.951339493192624,1,NA,1,2,3,NA,NA,1
"Algeria","ArabBarometer",182,"2020","08",0.0296043074627269,1,NA,1,2,2,NA,NA,1
"Algeria","ArabBarometer",184,"2020","08",0.480744236107042,1,NA,6,3,2,NA,NA,3
"Algeria","ArabBarometer",188,"2020","08",0.0672667359095071,1,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",189,"2020","08",1.53270496019537,1,NA,1,3,NA,NA,NA,3
"Algeria","ArabBarometer",190,"2020","08",0.969870188788705,1,NA,3,4,3,NA,NA,4
"Algeria","ArabBarometer",191,"2020","08",0.515335292077159,1,NA,1,4,1,NA,NA,2
"Algeria","ArabBarometer",194,"2020","08",1.25595668920609,1,NA,2,2,3,NA,NA,2
"Algeria","ArabBarometer",197,"2020","08",1.85781365513901,1,NA,2,3,2,NA,NA,3
"Algeria","ArabBarometer",199,"2020","08",0.291843053397584,1,NA,2,3,1,NA,NA,2
"Algeria","ArabBarometer",200,"2020","08",0.472957826583942,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",201,"2020","08",0.264361376598117,0,NA,1,3,2,NA,NA,2
"Algeria","ArabBarometer",208,"2020","08",0.234435238530132,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",210,"2020","08",0.270961876976673,1,NA,6,2,1,NA,NA,1
"Algeria","ArabBarometer",211,"2020","08",0.192395581538354,1,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",212,"2020","08",0.423279118337237,1,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",213,"2020","08",0.969870188788705,1,NA,2,2,3,NA,NA,2
"Algeria","ArabBarometer",214,"2020","08",0.261188341521296,1,NA,2,NA,3,NA,NA,3
"Algeria","ArabBarometer",216,"2020","08",0.0751615844933064,1,NA,1,2,3,NA,NA,1
"Algeria","ArabBarometer",217,"2020","08",1.06571596052429,0,NA,1,2,1,NA,NA,3
"Algeria","ArabBarometer",219,"2020","08",2.65626947361224,1,NA,2,3,1,NA,NA,4
"Algeria","ArabBarometer",221,"2020","08",0.291843053397584,1,NA,2,2,3,NA,NA,2
"Algeria","ArabBarometer",222,"2020","08",4,1,NA,6,4,3,NA,NA,4
"Algeria","ArabBarometer",224,"2020","08",0.261188341521296,1,NA,2,2,NA,NA,NA,3
"Algeria","ArabBarometer",233,"2020","08",0.969870188788705,1,NA,4,2,3,NA,NA,2
"Algeria","ArabBarometer",235,"2020","08",1.35457170015536,1,NA,2,3,1,NA,NA,3
"Algeria","ArabBarometer",237,"2020","08",0.316927423148293,1,NA,2,4,3,NA,NA,4
"Algeria","ArabBarometer",238,"2020","08",1.9962167846489,0,NA,1,2,1,NA,NA,1
"Algeria","ArabBarometer",241,"2020","08",1.53270496019537,1,NA,2,3,2,NA,NA,2
"Algeria","ArabBarometer",243,"2020","08",0.630601858705763,1,NA,2,2,3,NA,NA,3
"Algeria","ArabBarometer",244,"2020","08",2.047084673278,0,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",245,"2020","08",0.234435238530132,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",248,"2020","08",0.268284479365789,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",249,"2020","08",0.374084986906579,1,NA,3,3,NA,NA,NA,4
"Algeria","ArabBarometer",250,"2020","08",0.175377604959895,1,NA,6,2,3,NA,NA,2
"Algeria","ArabBarometer",251,"2020","08",0.374084986906579,1,NA,5,2,3,NA,NA,3
"Algeria","ArabBarometer",259,"2020","08",4,1,NA,6,2,3,NA,NA,1
"Algeria","ArabBarometer",262,"2020","08",0.496215768297996,0,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",265,"2020","08",0.250578747465,0,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",268,"2020","08",0.551284756401178,0,NA,1,2,3,NA,NA,1
"Algeria","ArabBarometer",271,"2020","08",0.208709928399114,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",272,"2020","08",0.374084986906579,1,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",276,"2020","08",0.230832642304599,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",277,"2020","08",0.0938812136654708,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",282,"2020","08",0.250578747465,0,NA,3,4,3,NA,NA,4
"Algeria","ArabBarometer",285,"2020","08",1.16120511157373,0,NA,1,4,NA,NA,NA,4
"Algeria","ArabBarometer",287,"2020","08",0.260386741066822,1,NA,3,4,3,NA,NA,3
"Algeria","ArabBarometer",288,"2020","08",0.406217389893157,1,NA,1,1,NA,NA,NA,1
"Algeria","ArabBarometer",291,"2020","08",1.53270496019537,1,NA,3,3,3,NA,NA,3
"Algeria","ArabBarometer",292,"2020","08",0.316927423148293,1,NA,3,3,3,NA,NA,3
"Algeria","ArabBarometer",302,"2020","08",0.0413801800912943,1,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",303,"2020","08",0.0509625006805245,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",308,"2020","08",0.895041006083109,0,NA,1,2,3,NA,NA,4
"Algeria","ArabBarometer",311,"2020","08",0.433725913698132,1,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",312,"2020","08",1.64545327565143,1,NA,1,NA,1,NA,NA,3
"Algeria","ArabBarometer",317,"2020","08",0.260386741066822,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",318,"2020","08",0.627164199738026,1,NA,2,2,3,NA,NA,3
"Algeria","ArabBarometer",322,"2020","08",1.54173091942978,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",325,"2020","08",0.260386741066822,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",327,"2020","08",0.0672667359095071,1,NA,1,2,1,NA,NA,2
"Algeria","ArabBarometer",332,"2020","08",0.316590133158781,1,NA,2,4,3,NA,NA,3
"Algeria","ArabBarometer",336,"2020","08",1.24318147254249,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",337,"2020","08",0.100161485578145,1,NA,2,2,3,NA,NA,3
"Algeria","ArabBarometer",338,"2020","08",0.382460830257213,0,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",339,"2020","08",0.867996627473489,1,NA,6,3,3,NA,NA,3
"Algeria","ArabBarometer",343,"2020","08",0.745268750391822,0,NA,4,3,3,NA,NA,1
"Algeria","ArabBarometer",347,"2020","08",1.38567653718142,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",351,"2020","08",0.100161485578145,1,NA,2,3,3,NA,NA,2
"Algeria","ArabBarometer",353,"2020","08",0.615987014054932,0,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",356,"2020","08",0.891578934712897,1,NA,2,2,2,NA,NA,3
"Algeria","ArabBarometer",360,"2020","08",0.198194727300648,0,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",363,"2020","08",0.412331501546933,0,NA,2,2,3,NA,NA,2
"Algeria","ArabBarometer",368,"2020","08",0.209264206008933,0,NA,2,3,3,NA,NA,2
"Algeria","ArabBarometer",370,"2020","08",0.246222694656918,1,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",372,"2020","08",1.58152160683949,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",373,"2020","08",0.58282528520575,1,NA,4,2,3,NA,NA,3
"Algeria","ArabBarometer",375,"2020","08",0.283717637637771,1,NA,1,3,2,NA,NA,4
"Algeria","ArabBarometer",376,"2020","08",1.10561456446373,0,NA,1,3,3,NA,NA,1
"Algeria","ArabBarometer",377,"2020","08",0.505716596541126,1,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",379,"2020","08",1.40666633532231,1,NA,1,3,2,NA,NA,4
"Algeria","ArabBarometer",381,"2020","08",0.848896242156312,1,NA,6,2,3,NA,NA,2
"Algeria","ArabBarometer",384,"2020","08",0.0751615844933064,1,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",385,"2020","08",1.71259288579145,1,NA,1,2,NA,NA,NA,2
"Algeria","ArabBarometer",387,"2020","08",0.192395581538354,1,NA,1,4,2,NA,NA,3
"Algeria","ArabBarometer",388,"2020","08",0.0751615844933064,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",389,"2020","08",0.639380436903902,1,NA,1,1,3,NA,NA,3
"Algeria","ArabBarometer",393,"2020","08",0.671180029087426,0,NA,1,3,2,NA,NA,2
"Algeria","ArabBarometer",438,"2020","08",0.0978915188655877,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",442,"2020","08",0.832738193631882,0,NA,6,2,3,NA,NA,1
"Algeria","ArabBarometer",460,"2020","08",0.0661249420434241,0,NA,1,4,3,NA,NA,2
"Algeria","ArabBarometer",466,"2020","08",0.175377604959895,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",483,"2020","08",0.250578747465,0,NA,2,3,3,NA,NA,4
"Algeria","ArabBarometer",515,"2020","08",0.416963090841552,1,NA,6,3,1,NA,NA,2
"Algeria","ArabBarometer",517,"2020","08",0.423279118337237,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",526,"2020","08",0.423771866309176,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",528,"2020","08",0.316590133158781,1,NA,2,3,2,NA,NA,3
"Algeria","ArabBarometer",529,"2020","08",0.615987014054932,0,NA,1,3,2,NA,NA,2
"Algeria","ArabBarometer",530,"2020","08",0.463921320858204,1,NA,2,4,3,NA,NA,2
"Algeria","ArabBarometer",535,"2020","08",1.40924008093788,1,NA,2,4,3,NA,NA,3
"Algeria","ArabBarometer",538,"2020","08",0.975892709267541,1,NA,3,3,2,NA,NA,3
"Algeria","ArabBarometer",542,"2020","08",0.504916163616092,1,NA,6,3,NA,NA,NA,2
"Algeria","ArabBarometer",545,"2020","08",1.85781365513901,1,NA,1,4,2,NA,NA,2
"Algeria","ArabBarometer",549,"2020","08",0.130036670230305,1,NA,6,4,1,NA,NA,3
"Algeria","ArabBarometer",550,"2020","08",0.475894712601425,1,NA,1,4,3,NA,NA,3
"Algeria","ArabBarometer",551,"2020","08",0.0919731980585034,1,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",554,"2020","08",0.325318916375368,0,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",555,"2020","08",0.214921929822826,1,NA,1,2,2,NA,NA,3
"Algeria","ArabBarometer",556,"2020","08",0.316590133158781,1,NA,2,2,1,NA,NA,2
"Algeria","ArabBarometer",562,"2020","08",0.668220156462169,0,NA,2,2,3,NA,NA,3
"Algeria","ArabBarometer",564,"2020","08",0.576467888339126,0,NA,2,3,2,NA,NA,3
"Algeria","ArabBarometer",570,"2020","08",0.293655286401558,1,NA,2,3,3,NA,NA,4
"Algeria","ArabBarometer",577,"2020","08",1.00355432700442,1,NA,1,2,3,NA,NA,2
"Algeria","ArabBarometer",578,"2020","08",0.188407842313803,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",583,"2020","08",0.370165833840077,0,NA,1,3,1,NA,NA,1
"Algeria","ArabBarometer",584,"2020","08",0.284215128329025,1,NA,1,2,3,NA,NA,3
"Algeria","ArabBarometer",592,"2020","08",0.327995181134447,0,NA,1,4,3,NA,NA,4
"Algeria","ArabBarometer",608,"2020","08",1.83206228328055,0,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",610,"2020","08",0.406217389893157,1,NA,2,NA,3,NA,NA,3
"Algeria","ArabBarometer",619,"2020","08",0.671180029087426,0,NA,4,2,3,NA,NA,2
"Algeria","ArabBarometer",624,"2020","08",0.250578747465,0,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",625,"2020","08",0.680117741758306,1,NA,6,2,3,NA,NA,1
"Algeria","ArabBarometer",629,"2020","08",0.868572787234779,1,NA,3,3,2,NA,NA,4
"Algeria","ArabBarometer",636,"2020","08",0.71102012794699,1,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",638,"2020","08",0.283717637637771,1,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",640,"2020","08",0.848896242156312,1,NA,3,3,3,NA,NA,2
"Algeria","ArabBarometer",650,"2020","08",0.913497991784922,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",653,"2020","08",0.853263145736494,0,NA,1,3,2,NA,NA,1
"Algeria","ArabBarometer",659,"2020","08",0.202977951248554,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",669,"2020","08",0.250660242300854,1,NA,2,2,2,NA,NA,2
"Algeria","ArabBarometer",675,"2020","08",4,1,NA,6,2,NA,NA,NA,1
"Algeria","ArabBarometer",677,"2020","08",0.865332701177957,1,NA,1,4,1,NA,NA,4
"Algeria","ArabBarometer",685,"2020","08",0.214534069838504,1,NA,2,1,1,NA,NA,3
"Algeria","ArabBarometer",690,"2020","08",0.531695157875174,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",693,"2020","08",0.423279118337237,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",709,"2020","08",2.047084673278,0,NA,6,3,1,NA,NA,4
"Algeria","ArabBarometer",710,"2020","08",0.639380436903902,1,NA,2,3,3,NA,NA,3
"Algeria","ArabBarometer",718,"2020","08",0.668220156462169,0,NA,1,3,3,NA,NA,2
"Algeria","ArabBarometer",719,"2020","08",0.137956028562385,0,NA,1,3,1,NA,NA,4
"Algeria","ArabBarometer",721,"2020","08",0.115616513404194,1,NA,3,3,3,NA,NA,2
"Algeria","ArabBarometer",732,"2020","08",0.240514271931722,0,NA,2,3,3,NA,NA,1
"Algeria","ArabBarometer",733,"2020","08",2.37261917371639,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",735,"2020","08",0.245791097998302,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",736,"2020","08",0.604217740207215,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",738,"2020","08",0.779089124805003,1,NA,1,3,3,NA,NA,3
"Algeria","ArabBarometer",744,"2020","08",0.0978915188655877,0,NA,1,2,2,NA,NA,2
"Algeria","ArabBarometer",745,"2020","08",0.416963090841552,1,NA,1,4,3,NA,NA,3
"Algeria","ArabBarometer",748,"2020","08",4,0,NA,5,1,NA,NA,NA,3
"Algeria","ArabBarometer",750,"2020","08",0.0509625006805245,0,NA,1,3,3,NA,NA,4
"Algeria","ArabBarometer",758,"2020","08",0.281677705079043,1,NA,2,3,3,NA,NA,2
"Algeria","ArabBarometer",763,"2020","08",0.475894712601425,1,NA,1,3,2,NA,NA,3
"Algeria","ArabBarometer",771,"2020","08",0.480744236107042,1,NA,2,3,3,NA,NA,1
"Algeria","ArabBarometer",774,"2020","08",4,0,NA,6,2,3,NA,NA,3
"Algeria","ArabBarometer",789,"2020","08",0.533961642078319,1,NA,4,3,3,NA,NA,3
"Algeria","ArabBarometer",792,"2020","08",0.458463677338456,0,NA,2,2,3,NA,NA,1
"Algeria","ArabBarometer",794,"2020","08",0.326463472044446,0,NA,6,NA,3,NA,NA,2
